2,131,"pkw","VW",1590969913.0
1,82,"lkw","Iveco",1590969918.0
2,144,"pkw","VW",1590969919.0
3,242,"pkw","Lamborghini",1590969922.0
1,76,"lkw","Scania",1590969924.0
2,136,"pkw","Nissan",1590969925.0
1,75,"lkw","MAN",1590969930.0
2,139,"pkw","Renault",1590969931.0
3,189,"pkw","Ford",1590969932.0
1,78,"lkw","MAN",1590969936.0
2,155,"pkw","VW",1590969937.0
1,77,"lkw","Volvo",1590969942.0
3,175,"pkw","Ford",1590969942.0
2,139,"pkw","Audi",1590969943.0
1,76,"lkw","Volvo",1590969948.0
2,126,"pkw","Seat",1590969949.0
3,198,"pkw","Seat",1590969952.0
1,82,"lkw","Scania",1590969954.0
2,146,"pkw","Audi",1590969955.0
1,81,"lkw","MAN",1590969960.0
2,130,"pkw","Opel",1590969961.0
3,161,"pkw","VW",1590969962.0
1,78,"lkw","DAF",1590969966.0
2,85,"lkw","MAN",1590969967.0
1,75,"lkw","Scania",1590969972.0
3,241,"pkw","Ford",1590969972.0
2,126,"pkw","Opel",1590969973.0
1,83,"lkw","Iveco",1590969978.0
2,130,"pkw","VW",1590969979.0
3,237,"pkw","Ford",1590969982.0
1,79,"lkw","Scania",1590969984.0
2,128,"pkw","Audi",1590969985.0
1,76,"lkw","Volvo",1590969990.0
2,136,"pkw","Opel",1590969991.0
3,170,"pkw","Opel",1590969992.0
1,119,"pkw","VW",1590969996.0
2,122,"pkw","Ford",1590969997.0
1,83,"lkw","Scania",1590970002.0
3,177,"pkw","VW",1590970002.0
2,135,"pkw","Fiat",1590970003.0
1,79,"lkw","Volvo",1590970008.0
2,125,"pkw","Hyundai",1590970009.0
3,242,"pkw","Bugatti",1590970012.0
1,80,"lkw","MAN",1590970014.0
2,86,"lkw","Volvo",1590970015.0
1,76,"lkw","Volvo",1590970020.0
2,148,"pkw","Opel",1590970021.0
3,200,"pkw","VW",1590970022.0
1,77,"lkw","MAN",1590970026.0
2,123,"pkw","Skoda",1590970027.0
1,77,"lkw","Scania",1590970032.0
3,188,"pkw","Audi",1590970032.0
2,139,"pkw","Seat",1590970033.0
1,77,"lkw","Scania",1590970038.0
2,155,"pkw","VW",1590970039.0
3,240,"pkw","VW",1590970042.0
1,84,"lkw","DAF",1590970044.0
2,126,"pkw","Skoda",1590970045.0
1,85,"lkw","MAN",1590970050.0
2,150,"pkw","Renault",1590970051.0
3,238,"pkw","Seat",1590970052.0
1,80,"lkw","Iveco",1590970056.0
2,138,"pkw","VW",1590970057.0
1,119,"pkw","BMW",1590970062.0
3,230,"pkw","BMW",1590970062.0
2,124,"pkw","Opel",1590970063.0
1,80,"lkw","Scania",1590970068.0
2,153,"pkw","Audi",1590970069.0
3,208,"pkw","Mercedes-Benz",1590970072.0
1,80,"lkw","MAN",1590970074.0
2,148,"pkw","Audi",1590970075.0
1,75,"lkw","Scania",1590970080.0
2,124,"pkw","VW",1590970081.0
3,246,"pkw","Mercedes-Benz",1590970082.0
1,76,"lkw","MAN",1590970086.0
2,154,"pkw","VW",1590970087.0
1,76,"lkw","Scania",1590970092.0
3,202,"pkw","Porsche",1590970092.0
2,138,"pkw","Audi",1590970093.0
1,78,"lkw","Volvo",1590970098.0
2,130,"pkw","Seat",1590970099.0
3,281,"pkw","Porsche",1590970102.0
1,76,"lkw","Iveco",1590970104.0
2,159,"pkw","Audi",1590970105.0
1,79,"lkw","Volvo",1590970110.0
2,149,"pkw","Hyundai",1590970111.0
3,167,"pkw","VW",1590970112.0
1,78,"lkw","MAN",1590970116.0
2,140,"pkw","VW",1590970117.0
1,84,"lkw","Volvo",1590970122.0
3,210,"pkw","Opel",1590970122.0
2,122,"pkw","VW",1590970123.0
1,82,"lkw","DAF",1590970128.0
2,122,"pkw","Ford",1590970129.0
3,281,"pkw","Bentley",1590970132.0
1,83,"lkw","MAN",1590970134.0
2,158,"pkw","VW",1590970135.0
1,75,"lkw","Scania",1590970140.0
2,152,"pkw","Skoda",1590970141.0
3,166,"pkw","Hyundai",1590970142.0
1,76,"lkw","Volvo",1590970146.0
2,168,"pkw","Bugatti",1590970147.0
1,80,"lkw","MAN",1590970152.0
3,201,"pkw","Bentley",1590970152.0
2,134,"pkw","Fiat",1590970153.0
1,84,"lkw","Volvo",1590970158.0
2,156,"pkw","BMW",1590970159.0
3,210,"pkw","VW",1590970162.0
1,75,"lkw","DAF",1590970164.0
2,141,"pkw","VW",1590970165.0
1,81,"lkw","MAN",1590970170.0
2,90,"lkw","Volvo",1590970171.0
3,216,"pkw","Audi",1590970172.0
1,84,"lkw","Scania",1590970176.0
2,144,"pkw","Hyundai",1590970177.0
1,80,"lkw","Scania",1590970182.0
3,282,"pkw","Porsche",1590970182.0
2,133,"pkw","Fiat",1590970183.0
1,83,"lkw","Scania",1590970188.0
2,140,"pkw","VW",1590970189.0
3,161,"pkw","Opel",1590970192.0
1,114,"pkw","VW",1590970194.0
2,145,"pkw","Skoda",1590970195.0
1,100,"pkw","Audi",1590970200.0
2,128,"pkw","Audi",1590970201.0
3,167,"pkw","VW",1590970202.0
1,81,"lkw","Volvo",1590970206.0
2,146,"pkw","VW",1590970207.0
1,78,"lkw","Scania",1590970212.0
3,166,"pkw","Mercedes-Benz",1590970212.0
2,122,"pkw","Toyota",1590970213.0
1,78,"lkw","MAN",1590970218.0
2,153,"pkw","Audi",1590970219.0
3,218,"pkw","Ford",1590970222.0
1,85,"lkw","MAN",1590970224.0
2,88,"lkw","MAN",1590970225.0
1,75,"lkw","Iveco",1590970230.0
2,158,"pkw","Ford",1590970231.0
3,246,"pkw","Opel",1590970232.0
1,85,"lkw","MAN",1590970236.0
2,159,"pkw","Audi",1590970237.0
1,80,"lkw","DAF",1590970242.0
3,237,"pkw","VW",1590970242.0
2,146,"pkw","VW",1590970243.0
1,85,"lkw","MAN",1590970248.0
2,125,"pkw","Mercedes-Benz",1590970249.0
3,189,"pkw","VW",1590970252.0
1,112,"pkw","Kia",1590970254.0
2,150,"pkw","Audi",1590970255.0
1,83,"lkw","Scania",1590970260.0
2,127,"pkw","VW",1590970261.0
3,230,"pkw","BMW",1590970262.0
1,106,"pkw","VW",1590970266.0
2,153,"pkw","VW",1590970267.0
1,78,"lkw","Scania",1590970272.0
3,175,"pkw","Mercedes-Benz",1590970272.0
2,152,"pkw","Renault",1590970273.0
1,84,"lkw","Iveco",1590970278.0
2,129,"pkw","Mercedes-Benz",1590970279.0
3,270,"pkw","Porsche",1590970282.0
1,82,"lkw","MAN",1590970284.0
2,128,"pkw","BMW",1590970285.0
1,83,"lkw","Scania",1590970290.0
2,151,"pkw","Ford",1590970291.0
3,215,"pkw","Lamborghini",1590970292.0
1,84,"lkw","MAN",1590970296.0
2,129,"pkw","VW",1590970297.0
1,81,"lkw","MAN",1590970302.0
3,247,"pkw","Bentley",1590970302.0
2,163,"pkw","Bugatti",1590970303.0
1,80,"lkw","MAN",1590970308.0
2,134,"pkw","Ford",1590970309.0
3,188,"pkw","Opel",1590970312.0
1,77,"lkw","Scania",1590970314.0
2,129,"pkw","Audi",1590970315.0
1,84,"lkw","Scania",1590970320.0
2,85,"lkw","MAN",1590970321.0
3,203,"pkw","VW",1590970322.0
1,77,"lkw","MAN",1590970326.0
2,151,"pkw","Bugatti",1590970327.0
1,81,"lkw","MAN",1590970332.0
3,224,"pkw","Ford",1590970332.0
2,127,"pkw","Nissan",1590970333.0
1,79,"lkw","Volvo",1590970338.0
2,156,"pkw","Opel",1590970339.0
3,223,"pkw","Skoda",1590970342.0
1,78,"lkw","Iveco",1590970344.0
2,120,"pkw","Audi",1590970345.0
1,83,"lkw","MAN",1590970350.0
2,123,"pkw","Mercedes-Benz",1590970351.0
3,202,"pkw","Skoda",1590970352.0
1,104,"pkw","VW",1590970356.0
2,146,"pkw","Ford",1590970357.0
1,103,"pkw","VW",1590970362.0
3,177,"pkw","Opel",1590970362.0
2,136,"pkw","VW",1590970363.0
1,76,"lkw","MAN",1590970368.0
2,88,"lkw","MAN",1590970369.0
3,225,"pkw","Nissan",1590970372.0
1,82,"lkw","MAN",1590970374.0
2,154,"pkw","Opel",1590970375.0
1,81,"lkw","Volvo",1590970380.0
2,123,"pkw","VW",1590970381.0
3,205,"pkw","Seat",1590970382.0
1,82,"lkw","MAN",1590970386.0
2,135,"pkw","VW",1590970387.0
1,84,"lkw","Volvo",1590970392.0
3,221,"pkw","Opel",1590970392.0
2,86,"lkw","Volvo",1590970393.0
1,82,"lkw","MAN",1590970398.0
2,159,"pkw","Bugatti",1590970399.0
3,184,"pkw","Porsche",1590970402.0
1,81,"lkw","Scania",1590970404.0
2,159,"pkw","Opel",1590970405.0
1,80,"lkw","MAN",1590970410.0
2,151,"pkw","VW",1590970411.0
3,245,"pkw","Seat",1590970412.0
1,118,"pkw","Kia",1590970416.0
2,134,"pkw","Skoda",1590970417.0
1,77,"lkw","MAN",1590970422.0
3,220,"pkw","Seat",1590970422.0
2,124,"pkw","BMW",1590970423.0
1,84,"lkw","MAN",1590970428.0
2,152,"pkw","VW",1590970429.0
3,276,"pkw","Bentley",1590970432.0
1,75,"lkw","Scania",1590970434.0
2,154,"pkw","Seat",1590970435.0
1,82,"lkw","Volvo",1590970440.0
2,153,"pkw","Skoda",1590970441.0
3,216,"pkw","Ford",1590970442.0
1,79,"lkw","MAN",1590970446.0
2,153,"pkw","Kia",1590970447.0
1,81,"lkw","DAF",1590970452.0
3,170,"pkw","Audi",1590970452.0
2,157,"pkw","VW",1590970453.0
1,79,"lkw","MAN",1590970458.0
2,87,"lkw","MAN",1590970459.0
3,200,"pkw","Mercedes-Benz",1590970462.0
1,84,"lkw","MAN",1590970464.0
2,90,"lkw","Volvo",1590970465.0
1,77,"lkw","MAN",1590970470.0
2,153,"pkw","Skoda",1590970471.0
3,205,"pkw","BMW",1590970472.0
1,81,"lkw","Volvo",1590970476.0
2,138,"pkw","Fiat",1590970477.0
1,81,"lkw","MAN",1590970482.0
3,214,"pkw","Ford",1590970482.0
2,132,"pkw","Toyota",1590970483.0
1,75,"lkw","MAN",1590970488.0
2,140,"pkw","Audi",1590970489.0
3,246,"pkw","Rolls Royce",1590970492.0
1,84,"lkw","MAN",1590970494.0
2,124,"pkw","Mercedes-Benz",1590970495.0
1,80,"lkw","Volvo",1590970500.0
2,150,"pkw","Opel",1590970501.0
3,223,"pkw","Porsche",1590970502.0
1,77,"lkw","MAN",1590970506.0
2,136,"pkw","Audi",1590970507.0
1,79,"lkw","Iveco",1590970512.0
3,231,"pkw","BMW",1590970512.0
2,151,"pkw","Rolls Royce",1590970513.0
1,78,"lkw","DAF",1590970518.0
2,124,"pkw","BMW",1590970519.0
3,243,"pkw","Kia",1590970522.0
1,77,"lkw","MAN",1590970524.0
2,139,"pkw","Mercedes-Benz",1590970525.0
1,80,"lkw","MAN",1590970530.0
2,124,"pkw","Kia",1590970531.0
3,207,"pkw","Rolls Royce",1590970532.0
1,83,"lkw","Volvo",1590970536.0
2,125,"pkw","VW",1590970537.0
1,80,"lkw","MAN",1590970542.0
3,182,"pkw","Audi",1590970542.0
2,120,"pkw","VW",1590970543.0
1,85,"lkw","Iveco",1590970548.0
2,142,"pkw","Renault",1590970549.0
3,233,"pkw","Seat",1590970552.0
1,77,"lkw","Scania",1590970554.0
2,146,"pkw","BMW",1590970555.0
1,83,"lkw","Scania",1590970560.0
2,145,"pkw","Audi",1590970561.0
3,192,"pkw","Opel",1590970562.0
1,115,"pkw","BMW",1590970566.0
2,158,"pkw","VW",1590970567.0
1,82,"lkw","Scania",1590970572.0
3,222,"pkw","Bugatti",1590970572.0
2,126,"pkw","VW",1590970573.0
1,77,"lkw","Volvo",1590970578.0
2,141,"pkw","BMW",1590970579.0
3,245,"pkw","Mercedes-Benz",1590970582.0
1,84,"lkw","Iveco",1590970584.0
2,124,"pkw","Audi",1590970585.0
1,77,"lkw","MAN",1590970590.0
2,128,"pkw","BMW",1590970591.0
3,193,"pkw","BMW",1590970592.0
1,83,"lkw","DAF",1590970596.0
2,151,"pkw","BMW",1590970597.0
1,75,"lkw","MAN",1590970602.0
3,190,"pkw","Seat",1590970602.0
2,140,"pkw","VW",1590970603.0
1,79,"lkw","Scania",1590970608.0
2,143,"pkw","VW",1590970609.0
3,249,"pkw","VW",1590970612.0
1,79,"lkw","Iveco",1590970614.0
2,132,"pkw","Audi",1590970615.0
1,80,"lkw","Volvo",1590970620.0
2,88,"lkw","MAN",1590970621.0
3,240,"pkw","VW",1590970622.0
1,79,"lkw","Volvo",1590970626.0
2,144,"pkw","Ford",1590970627.0
1,84,"lkw","Scania",1590970632.0
3,221,"pkw","Skoda",1590970632.0
2,128,"pkw","Audi",1590970633.0
1,80,"lkw","Volvo",1590970638.0
2,138,"pkw","Ford",1590970639.0
3,298,"pkw","Lamborghini",1590970642.0
1,84,"lkw","Scania",1590970644.0
2,138,"pkw","Mercedes-Benz",1590970645.0
1,80,"lkw","Volvo",1590970650.0
2,125,"pkw","Skoda",1590970651.0
3,219,"pkw","Skoda",1590970652.0
1,85,"lkw","Volvo",1590970656.0
2,144,"pkw","VW",1590970657.0
1,83,"lkw","MAN",1590970662.0
3,229,"pkw","Toyota",1590970662.0
2,127,"pkw","Skoda",1590970663.0
1,80,"lkw","Scania",1590970668.0
2,131,"pkw","Toyota",1590970669.0
3,241,"pkw","Audi",1590970672.0
1,77,"lkw","DAF",1590970674.0
2,139,"pkw","VW",1590970675.0
1,85,"lkw","MAN",1590970680.0
2,85,"lkw","MAN",1590970681.0
3,234,"pkw","VW",1590970682.0
1,80,"lkw","DAF",1590970686.0
2,159,"pkw","VW",1590970687.0
1,102,"pkw","Opel",1590970692.0
3,293,"pkw","Aston Martin",1590970692.0
2,142,"pkw","Audi",1590970693.0
1,75,"lkw","MAN",1590970698.0
2,131,"pkw","Skoda",1590970699.0
3,235,"pkw","Lamborghini",1590970702.0
1,75,"lkw","MAN",1590970704.0
2,144,"pkw","Mercedes-Benz",1590970705.0
1,77,"lkw","Volvo",1590970710.0
2,121,"pkw","Kia",1590970711.0
3,191,"pkw","Opel",1590970712.0
1,83,"lkw","DAF",1590970716.0
2,131,"pkw","Opel",1590970717.0
1,77,"lkw","Scania",1590970722.0
3,174,"pkw","Audi",1590970722.0
2,89,"lkw","DAF",1590970723.0
1,84,"lkw","Volvo",1590970728.0
2,156,"pkw","VW",1590970729.0
3,207,"pkw","Bentley",1590970732.0
1,82,"lkw","Scania",1590970734.0
2,137,"pkw","VW",1590970735.0
1,81,"lkw","Volvo",1590970740.0
2,131,"pkw","Opel",1590970741.0
3,237,"pkw","VW",1590970742.0
1,115,"pkw","Ford",1590970746.0
2,125,"pkw","Audi",1590970747.0
1,82,"lkw","Scania",1590970752.0
3,168,"pkw","Hyundai",1590970752.0
2,123,"pkw","BMW",1590970753.0
1,119,"pkw","Skoda",1590970758.0
2,143,"pkw","Mercedes-Benz",1590970759.0
3,285,"pkw","Rolls Royce",1590970762.0
1,84,"lkw","Volvo",1590970764.0
2,157,"pkw","Fiat",1590970765.0
1,78,"lkw","Scania",1590970770.0
2,147,"pkw","Opel",1590970771.0
3,198,"pkw","Skoda",1590970772.0
1,80,"lkw","MAN",1590970776.0
2,170,"pkw","Bugatti",1590970777.0
1,79,"lkw","MAN",1590970782.0
3,229,"pkw","Ford",1590970782.0
2,150,"pkw","Ford",1590970783.0
1,77,"lkw","Volvo",1590970788.0
2,136,"pkw","Audi",1590970789.0
3,227,"pkw","Seat",1590970792.0
1,115,"pkw","Ford",1590970794.0
2,123,"pkw","Kia",1590970795.0
1,85,"lkw","MAN",1590970800.0
2,122,"pkw","Fiat",1590970801.0
3,206,"pkw","Bentley",1590970802.0
1,81,"lkw","MAN",1590970806.0
2,153,"pkw","Renault",1590970807.0
1,79,"lkw","Volvo",1590970812.0
3,284,"pkw","Aston Martin",1590970812.0
2,143,"pkw","Toyota",1590970813.0
1,84,"lkw","Volvo",1590970818.0
2,155,"pkw","VW",1590970819.0
3,203,"pkw","VW",1590970822.0
1,79,"lkw","MAN",1590970824.0
2,146,"pkw","Bugatti",1590970825.0
1,84,"lkw","Scania",1590970830.0
2,149,"pkw","BMW",1590970831.0
3,176,"pkw","Mercedes-Benz",1590970832.0
1,81,"lkw","MAN",1590970836.0
2,155,"pkw","Toyota",1590970837.0
1,118,"pkw","Mercedes-Benz",1590970842.0
3,226,"pkw","Bentley",1590970842.0
2,150,"pkw","Audi",1590970843.0
1,84,"lkw","Volvo",1590970848.0
2,158,"pkw","Fiat",1590970849.0
3,207,"pkw","Renault",1590970852.0
1,102,"pkw","Audi",1590970854.0
2,122,"pkw","VW",1590970855.0
1,78,"lkw","Iveco",1590970860.0
2,138,"pkw","VW",1590970861.0
3,170,"pkw","Ford",1590970862.0
1,84,"lkw","MAN",1590970866.0
2,155,"pkw","Opel",1590970867.0
1,82,"lkw","Scania",1590970872.0
3,222,"pkw","VW",1590970872.0
2,131,"pkw","Opel",1590970873.0
1,85,"lkw","Scania",1590970878.0
2,126,"pkw","VW",1590970879.0
3,216,"pkw","Bentley",1590970882.0
1,77,"lkw","MAN",1590970884.0
2,146,"pkw","Ford",1590970885.0
1,114,"pkw","Mercedes-Benz",1590970890.0
2,127,"pkw","Skoda",1590970891.0
3,175,"pkw","Nissan",1590970892.0
1,75,"lkw","Iveco",1590970896.0
2,153,"pkw","Nissan",1590970897.0
1,81,"lkw","MAN",1590970902.0
3,184,"pkw","Lamborghini",1590970902.0
2,145,"pkw","Opel",1590970903.0
1,76,"lkw","Iveco",1590970908.0
2,139,"pkw","Ford",1590970909.0
3,245,"pkw","Rolls Royce",1590970912.0
1,84,"lkw","Scania",1590970914.0
2,135,"pkw","Mercedes-Benz",1590970915.0
1,81,"lkw","MAN",1590970920.0
2,145,"pkw","Aston Martin",1590970921.0
3,237,"pkw","Ford",1590970922.0
1,76,"lkw","Scania",1590970926.0
2,157,"pkw","Toyota",1590970927.0
1,81,"lkw","MAN",1590970932.0
3,246,"pkw","Seat",1590970932.0
2,152,"pkw","Hyundai",1590970933.0
1,77,"lkw","Scania",1590970938.0
2,123,"pkw","Ford",1590970939.0
3,262,"pkw","Aston Martin",1590970942.0
1,78,"lkw","MAN",1590970944.0
2,159,"pkw","BMW",1590970945.0
1,85,"lkw","MAN",1590970950.0
2,137,"pkw","Ford",1590970951.0
3,196,"pkw","Bentley",1590970952.0
1,82,"lkw","MAN",1590970956.0
2,136,"pkw","Hyundai",1590970957.0
1,85,"lkw","Scania",1590970962.0
3,266,"pkw","Rolls Royce",1590970962.0
2,90,"lkw","DAF",1590970963.0
1,78,"lkw","MAN",1590970968.0
2,155,"pkw","Lamborghini",1590970969.0
3,194,"pkw","Lamborghini",1590970972.0
1,85,"lkw","MAN",1590970974.0
2,136,"pkw","VW",1590970975.0
1,80,"lkw","Scania",1590970980.0
2,145,"pkw","Audi",1590970981.0
3,185,"pkw","Bentley",1590970982.0
1,78,"lkw","Scania",1590970986.0
2,156,"pkw","Bugatti",1590970987.0
1,85,"lkw","MAN",1590970992.0
3,178,"pkw","Renault",1590970992.0
2,151,"pkw","Audi",1590970993.0
1,108,"pkw","VW",1590970998.0
2,140,"pkw","Rolls Royce",1590970999.0
3,215,"pkw","Lamborghini",1590971002.0
1,85,"lkw","Volvo",1590971004.0
2,136,"pkw","BMW",1590971005.0
1,101,"pkw","VW",1590971010.0
2,122,"pkw","Opel",1590971011.0
3,192,"pkw","Opel",1590971012.0
1,78,"lkw","Volvo",1590971016.0
2,144,"pkw","Toyota",1590971017.0
1,77,"lkw","Scania",1590971022.0
3,223,"pkw","Opel",1590971022.0
2,134,"pkw","VW",1590971023.0
1,84,"lkw","DAF",1590971028.0
2,143,"pkw","Skoda",1590971029.0
3,163,"pkw","BMW",1590971032.0
1,77,"lkw","Scania",1590971034.0
2,133,"pkw","Ford",1590971035.0
1,82,"lkw","MAN",1590971040.0
2,138,"pkw","BMW",1590971041.0
3,241,"pkw","Renault",1590971042.0
1,78,"lkw","MAN",1590971046.0
2,156,"pkw","Ford",1590971047.0
1,104,"pkw","BMW",1590971052.0
3,232,"pkw","BMW",1590971052.0
2,154,"pkw","VW",1590971053.0
1,108,"pkw","VW",1590971058.0
2,146,"pkw","Mercedes-Benz",1590971059.0
3,179,"pkw","Audi",1590971062.0
1,80,"lkw","MAN",1590971064.0
2,137,"pkw","Seat",1590971065.0
1,85,"lkw","Scania",1590971070.0
2,131,"pkw","Hyundai",1590971071.0
3,225,"pkw","Kia",1590971072.0
1,84,"lkw","MAN",1590971076.0
2,148,"pkw","VW",1590971077.0
1,79,"lkw","MAN",1590971082.0
3,193,"pkw","VW",1590971082.0
2,157,"pkw","VW",1590971083.0
1,76,"lkw","MAN",1590971088.0
2,136,"pkw","Seat",1590971089.0
3,187,"pkw","Skoda",1590971092.0
1,78,"lkw","Volvo",1590971094.0
2,167,"pkw","Bugatti",1590971095.0
1,116,"pkw","Kia",1590971100.0
2,86,"lkw","MAN",1590971101.0
3,245,"pkw","Porsche",1590971102.0
1,109,"pkw","Ford",1590971106.0
2,155,"pkw","Renault",1590971107.0
1,85,"lkw","MAN",1590971112.0
3,239,"pkw","Audi",1590971112.0
2,123,"pkw","Audi",1590971113.0
1,76,"lkw","MAN",1590971118.0
2,138,"pkw","Renault",1590971119.0
3,247,"pkw","VW",1590971122.0
1,102,"pkw","Seat",1590971124.0
2,133,"pkw","Mercedes-Benz",1590971125.0
1,75,"lkw","Scania",1590971130.0
2,90,"lkw","MAN",1590971131.0
3,176,"pkw","Nissan",1590971132.0
1,81,"lkw","Iveco",1590971136.0
2,135,"pkw","VW",1590971137.0
1,82,"lkw","Scania",1590971142.0
3,245,"pkw","Bentley",1590971142.0
2,139,"pkw","Skoda",1590971143.0
1,105,"pkw","VW",1590971148.0
2,152,"pkw","Nissan",1590971149.0
3,202,"pkw","Toyota",1590971152.0
1,79,"lkw","Iveco",1590971154.0
2,139,"pkw","VW",1590971155.0
1,85,"lkw","Scania",1590971160.0
2,89,"lkw","Scania",1590971161.0
3,222,"pkw","Nissan",1590971162.0
1,80,"lkw","MAN",1590971166.0
2,88,"lkw","MAN",1590971167.0
1,77,"lkw","Scania",1590971172.0
